Equipment_ID,Equipment_Name,Manufacturer,Hospital_Name,City,Quantity,Unit_Price,Total_Cost,Purchase_Date,Status
EQ0475,Defibrillator,LifeCare,Fortis Hospital,Hyderabad,9,10778.6,97007.4,2025-03-28,Operational
EQ0476,Infusion Pump,CareEquip,BLK Hospital,Chennai,12,404461.8,4853541.6,2024-08-04,Out of Service
EQ0477,Defibrillator,MedTech,AIIMS,Hyderabad,8,104418.64,835349.12,2024-11-21,Under Maintenance
EQ0478,ECG Machine,MedTech,Medanta,Pune,14,258871.96,3624207.44,2023-06-12,Out of Service
EQ0479,Surgical Laser,PulseTech,Max Healthcare,Bangalore,17,187254.42,3183325.14,2023-06-18,Operational
EQ0480,Surgical Laser,CareEquip,Manipal Hospital,Bangalore,20,140570.05,2811401,2024-03-15,Operational
EQ0481,Ultrasound Device,MedTech,Manipal Hospital,Bangalore,18,294636.33,5303453.94,2024-03-21,Under Maintenance
EQ0482,Ultrasound Device,MediCore,Apollo Hospital,Kolkata,17,257309.19,4374256.23,2024-01-16,Under Maintenance
EQ0483,Surgical Laser,NovaHealth,Medanta,Delhi,9,89908.41,809175.69,2024-10-25,Operational
EQ0484,Patient Monitor,PulseTech,Max Healthcare,Kolkata,9,430096.77,3870870.93,2023-05-01,Under Maintenance
EQ0485,MRI Scanner,LifeCare,Manipal Hospital,Chennai,8,23448.8,187590.4,2025-01-24,Out of Service
EQ0486,ECG Machine,PulseTech,AIIMS,Pune,15,96182.21,1442733.15,2025-01-17,Operational
EQ0487,CT Scanner,MedTech,Max Healthcare,Bangalore,3,447552.69,1342658.07,2024-12-22,Under Maintenance
EQ0488,Ultrasound Device,LifeCare,Medanta,Chennai,12,489806.06,5877672.72,2023-05-22,Out of Service
EQ0489,ECG Machine,PulseTech,Fortis Hospital,Kolkata,20,9399.47,187989.4,2023-01-02,Under Maintenance
EQ0490,CT Scanner,HealthPlus,Apollo Hospital,Kolkata,17,384827.14,6542061.38,2024-12-04,Out of Service
EQ0491,Defibrillator,MediCore,BLK Hospital,Hyderabad,10,96467.97,964679.7,2024-09-30,Out of Service
EQ0492,MRI Scanner,MedTech,Medanta,Kolkata,8,352377.2,2819017.6,2023-07-17,Under Maintenance
EQ0493,ECG Machine,NovaHealth,Apollo Hospital,Pune,3,118848.96,356546.88,2024-08-24,Out of Service
EQ0494,Ultrasound Device,BioMed,Medanta,Bangalore,7,136154.73,953083.11,2024-06-17,Out of Service
EQ0495,ECG Machine,BioMed,Apollo Hospital,Hyderabad,10,424363.87,4243638.7,2025-04-06,Out of Service
EQ0496,Ventilator,LifeCare,Fortis Hospital,Pune,7,375413.46,2627894.22,2025-01-05,Operational
EQ0497,Infusion Pump,PulseTech,BLK Hospital,Kolkata,3,177215.85,531647.55,2023-12-15,Under Maintenance
EQ0498,Patient Monitor,PulseTech,Manipal Hospital,Pune,9,419181.28,3772631.52,2024-11-28,Out of Service
EQ0499,Ultrasound Device,MediCore,BLK Hospital,Delhi,13,166358.18,2162656.34,2023-07-30,Operational
EQ0500,Defibrillator,NovaHealth,Max Healthcare,Mumbai,10,418118.09,4181180.9,2023-07-25,Out of Service
EQ0501,Infusion Pump,MedTech,Fortis Hospital,Hyderabad,19,421945.04,8016955.76,2023-04-27,Out of Service
EQ0502,MRI Scanner,MediCore,BLK Hospital,Pune,9,476610.86,4289497.74,2023-02-26,Out of Service
EQ0503,ECG Machine,PulseTech,BLK Hospital,Pune,16,247340.51,3957448.16,2024-12-29,Out of Service
EQ0504,Ultrasound Device,BioMed,Medanta,Kolkata,6,380570.55,2283423.3,2023-06-07,Out of Service
EQ0505,Patient Monitor,CareEquip,Fortis Hospital,Delhi,17,276145.98,4694481.66,2023-04-20,Under Maintenance
EQ0506,Surgical Laser,BioMed,Medanta,Hyderabad,15,372962.24,5594433.6,2023-01-22,Operational
EQ0507,Defibrillator,MediCore,AIIMS,Hyderabad,9,493168.19,4438513.71,2024-08-29,Under Maintenance
EQ0508,Ultrasound Device,LifeCare,Apollo Hospital,Chennai,14,457746.01,6408444.14,2023-07-04,Out of Service
EQ0509,CT Scanner,HealthPlus,BLK Hospital,Pune,19,23792.97,452066.43,2023-12-16,Out of Service
EQ0510,Surgical Laser,CareEquip,Apollo Hospital,Bangalore,9,133011.47,1197103.23,2024-05-20,Operational
EQ0511,Infusion Pump,MediCore,BLK Hospital,Mumbai,1,73275.56,73275.56,2025-01-15,Under Maintenance
EQ0512,ECG Machine,NovaHealth,Apollo Hospital,Hyderabad,1,154552.74,154552.74,2024-12-11,Operational
EQ0513,Ventilator,MediCore,AIIMS,Chennai,2,446376.06,892752.12,2025-02-27,Under Maintenance
EQ0514,Surgical Laser,MediCore,BLK Hospital,Mumbai,15,205254.53,3078817.95,2024-09-23,Under Maintenance
EQ0515,Infusion Pump,BioMed,Manipal Hospital,Hyderabad,18,177799.61,3200392.98,2024-10-07,Operational
EQ0516,CT Scanner,NovaHealth,Apollo Hospital,Delhi,7,21507.62,150553.34,2023-08-24,Under Maintenance
EQ0517,Surgical Laser,CareEquip,BLK Hospital,Kolkata,1,84071.83,84071.83,2024-10-13,Under Maintenance
EQ0518,MRI Scanner,MediCore,Apollo Hospital,Kolkata,12,268562.17,3222746.04,2024-01-07,Operational
EQ0519,Patient Monitor,MedTech,Max Healthcare,Chennai,10,367150.53,3671505.3,2023-02-01,Under Maintenance
EQ0520,MRI Scanner,MedTech,Fortis Hospital,Hyderabad,5,65072.69,325363.45,2023-04-25,Operational
EQ0521,Ventilator,PulseTech,Apollo Hospital,Kolkata,1,132674.96,132674.96,2024-09-03,Operational
EQ0522,CT Scanner,PulseTech,Manipal Hospital,Kolkata,18,320628.82,5771318.76,2025-02-09,Under Maintenance
EQ0523,Ultrasound Device,LifeCare,Apollo Hospital,Kolkata,14,462279.97,6471919.58,2024-06-28,Under Maintenance
EQ0524,Ultrasound Device,BioMed,Apollo Hospital,Mumbai,20,24362.58,487251.6,2024-05-09,Under Maintenance
EQ0525,Ventilator,BioMed,BLK Hospital,Hyderabad,9,263367.96,2370311.64,2023-08-09,Out of Service
EQ0526,Defibrillator,HealthPlus,Max Healthcare,Chennai,3,161613.81,484841.43,2023-01-25,Out of Service
EQ0527,MRI Scanner,BioMed,Fortis Hospital,Chennai,20,259739.1,5194782,2023-11-25,Operational
EQ0528,Patient Monitor,HealthPlus,Max Healthcare,Pune,18,268883.61,4839904.98,2024-10-01,Under Maintenance
EQ0529,X-Ray Machine,BioMed,AIIMS,Kolkata,13,421312.08,5477057.04,2024-04-08,Out of Service
EQ0530,ECG Machine,HealthPlus,AIIMS,Bangalore,17,91533.16,1556063.72,2025-04-04,Under Maintenance
EQ0531,Defibrillator,CareEquip,Fortis Hospital,Delhi,5,84256.19,421280.95,2025-02-28,Operational
EQ0532,MRI Scanner,BioMed,AIIMS,Bangalore,11,301921.47,3321136.17,2023-07-04,Under Maintenance
EQ0533,MRI Scanner,HealthPlus,BLK Hospital,Pune,19,152033.8,2888642.2,2023-03-14,Out of Service
EQ0534,Surgical Laser,LifeCare,Manipal Hospital,Bangalore,9,365922.32,3293300.88,2024-03-07,Operational
EQ0535,X-Ray Machine,PulseTech,BLK Hospital,Mumbai,11,462456.3,5087019.3,2025-03-09,Out of Service
EQ0536,CT Scanner,LifeCare,Manipal Hospital,Pune,11,297663.43,3274297.73,2025-03-20,Under Maintenance
EQ0537,Ultrasound Device,MediCore,AIIMS,Hyderabad,19,114025.15,2166477.85,2023-11-20,Out of Service
EQ0538,Infusion Pump,CareEquip,Fortis Hospital,Kolkata,16,310379.53,4966072.48,2023-03-03,Under Maintenance
EQ0539,Surgical Laser,LifeCare,AIIMS,Kolkata,7,368844.32,2581910.24,2023-01-06,Out of Service
EQ0540,Surgical Laser,PulseTech,BLK Hospital,Pune,20,93527.63,1870552.6,2023-06-18,Operational
EQ0541,X-Ray Machine,MediCore,BLK Hospital,Bangalore,2,405324.42,810648.84,2023-12-18,Out of Service
EQ0542,Ultrasound Device,CareEquip,Manipal Hospital,Pune,1,78524.08,78524.08,2024-06-27,Out of Service
EQ0543,MRI Scanner,MediCore,Apollo Hospital,Bangalore,10,89884.85,898848.5,2024-05-20,Operational
EQ0544,Infusion Pump,HealthPlus,AIIMS,Bangalore,6,319783.5,1918701,2023-07-30,Out of Service
EQ0545,Ultrasound Device,BioMed,Manipal Hospital,Mumbai,8,192695,1541560,2023-08-14,Operational
EQ0546,CT Scanner,MediCore,Fortis Hospital,Delhi,14,447217.09,6261039.26,2025-01-17,Out of Service
EQ0547,Ultrasound Device,PulseTech,Medanta,Chennai,10,66407.19,664071.9,2024-11-04,Out of Service
EQ0548,Defibrillator,PulseTech,Apollo Hospital,Delhi,19,410582.67,7801070.73,2024-04-06,Operational
EQ0549,Patient Monitor,NovaHealth,AIIMS,Kolkata,13,302002.59,3926033.67,2023-01-06,Under Maintenance
EQ0550,CT Scanner,BioMed,BLK Hospital,Mumbai,9,230088.02,2070792.18,2024-04-18,Out of Service
EQ0551,Surgical Laser,CareEquip,BLK Hospital,Mumbai,11,197314.51,2170459.61,2023-02-23,Out of Service
EQ0552,Defibrillator,MediCore,Fortis Hospital,Chennai,20,417728.58,8354571.6,2024-05-27,Out of Service
EQ0553,ECG Machine,HealthPlus,Max Healthcare,Bangalore,18,272615.85,4907085.3,2024-05-26,Operational
EQ0554,Patient Monitor,PulseTech,Max Healthcare,Bangalore,7,187444.81,1312113.67,2024-04-26,Under Maintenance
EQ0555,Ventilator,PulseTech,Apollo Hospital,Hyderabad,2,340038.29,680076.58,2023-04-04,Operational
EQ0556,Defibrillator,LifeCare,AIIMS,Chennai,15,431803.42,6477051.3,2024-10-05,Under Maintenance
EQ0557,Defibrillator,CareEquip,Manipal Hospital,Kolkata,4,358872.14,1435488.56,2024-01-24,Operational
EQ0558,Patient Monitor,PulseTech,AIIMS,Bangalore,19,201027.03,3819513.57,2024-12-08,Under Maintenance
EQ0559,Surgical Laser,LifeCare,AIIMS,Pune,17,390207.2,6633522.4,2025-03-03,Under Maintenance
EQ0560,Patient Monitor,MediCore,Manipal Hospital,Kolkata,1,378391.09,378391.09,2023-03-08,Operational
EQ0561,Ultrasound Device,PulseTech,Apollo Hospital,Delhi,11,130637.07,1437007.77,2023-12-09,Out of Service
EQ0562,Infusion Pump,MedTech,Apollo Hospital,Delhi,3,260231.92,780695.76,2024-06-09,Out of Service
EQ0563,Surgical Laser,CareEquip,Manipal Hospital,Mumbai,8,68299.62,546396.96,2025-01-17,Out of Service
EQ0564,Surgical Laser,BioMed,Apollo Hospital,Delhi,1,79196.99,79196.99,2024-09-08,Operational
EQ0565,ECG Machine,BioMed,Manipal Hospital,Pune,3,457894.13,1373682.39,2023-04-29,Out of Service
EQ0566,MRI Scanner,NovaHealth,AIIMS,Delhi,7,292994.22,2050959.54,2023-01-21,Operational
EQ0567,Defibrillator,MediCore,Manipal Hospital,Hyderabad,2,428101.58,856203.16,2025-02-06,Under Maintenance
EQ0568,Infusion Pump,LifeCare,AIIMS,Chennai,13,331086.83,4304128.79,2025-03-23,Operational
EQ0569,Defibrillator,PulseTech,Max Healthcare,Hyderabad,11,136776.52,1504541.72,2024-01-18,Under Maintenance
EQ0570,X-Ray Machine,HealthPlus,Max Healthcare,Hyderabad,10,438484.88,4384848.8,2025-01-11,Operational
EQ0571,Patient Monitor,MedTech,Fortis Hospital,Chennai,1,371616.19,371616.19,2024-08-02,Out of Service
EQ0572,Patient Monitor,NovaHealth,AIIMS,Hyderabad,8,235214.71,1881717.68,2023-07-12,Under Maintenance
EQ0573,Surgical Laser,PulseTech,BLK Hospital,Mumbai,6,165190.41,991142.46,2024-05-17,Under Maintenance
EQ0574,Ultrasound Device,NovaHealth,Max Healthcare,Kolkata,4,125599.44,502397.76,2024-09-22,Under Maintenance
EQ0575,Ultrasound Device,MedTech,AIIMS,Bangalore,16,312753.73,5004059.68,2024-12-28,Operational
EQ0576,Surgical Laser,MediCore,Manipal Hospital,Mumbai,5,349485.44,1747427.2,2023-01-04,Operational
EQ0577,Patient Monitor,LifeCare,BLK Hospital,Chennai,15,235807.91,3537118.65,2024-08-06,Operational
EQ0578,ECG Machine,PulseTech,AIIMS,Pune,18,419444.5,7550001,2023-07-04,Out of Service
EQ0579,CT Scanner,CareEquip,AIIMS,Mumbai,15,73963.87,1109458.05,2023-10-31,Operational
EQ0580,MRI Scanner,CareEquip,Medanta,Hyderabad,18,357263.91,6430750.38,2025-01-31,Out of Service
EQ0581,Ultrasound Device,CareEquip,AIIMS,Kolkata,8,245126.59,1961012.72,2024-08-29,Under Maintenance
EQ0582,MRI Scanner,PulseTech,Fortis Hospital,Bangalore,13,46695.36,607039.68,2023-10-14,Operational
EQ0583,X-Ray Machine,BioMed,AIIMS,Bangalore,19,120140.8,2282675.2,2025-04-28,Operational
EQ0584,Ultrasound Device,MedTech,Fortis Hospital,Delhi,14,337868.65,4730161.1,2023-10-05,Out of Service
EQ0585,ECG Machine,HealthPlus,Manipal Hospital,Hyderabad,3,23142.77,69428.31,2023-11-11,Out of Service
EQ0586,CT Scanner,HealthPlus,Medanta,Hyderabad,17,308023.64,5236401.88,2024-08-20,Operational
EQ0587,Ventilator,BioMed,Fortis Hospital,Delhi,1,218851.89,218851.89,2024-07-09,Under Maintenance
EQ0588,Ventilator,MedTech,BLK Hospital,Delhi,18,141693.52,2550483.36,2025-01-27,Out of Service
EQ0589,Surgical Laser,CareEquip,Apollo Hospital,Hyderabad,13,153751.14,1998764.82,2024-01-30,Under Maintenance
EQ0590,Ultrasound Device,LifeCare,Medanta,Pune,19,273665.06,5199636.14,2024-05-05,Operational
EQ0591,Ultrasound Device,HealthPlus,Fortis Hospital,Kolkata,1,313675.82,313675.82,2024-05-15,Operational
EQ0592,ECG Machine,CareEquip,Max Healthcare,Bangalore,12,225144.85,2701738.2,2023-06-11,Under Maintenance
EQ0593,MRI Scanner,LifeCare,AIIMS,Pune,6,262680.51,1576083.06,2024-08-04,Under Maintenance
EQ0594,X-Ray Machine,NovaHealth,Medanta,Chennai,16,121163.69,1938619.04,2023-08-17,Under Maintenance
EQ0595,Surgical Laser,BioMed,Fortis Hospital,Bangalore,6,234949.11,1409694.66,2024-12-21,Under Maintenance
EQ0596,Ultrasound Device,CareEquip,Medanta,Chennai,14,204468.19,2862554.66,2024-07-16,Out of Service
EQ0597,Ultrasound Device,NovaHealth,Manipal Hospital,Chennai,12,68327.33,819927.96,2024-01-18,Operational
EQ0598,CT Scanner,LifeCare,Fortis Hospital,Delhi,11,31872.91,350602.01,2023-07-15,Under Maintenance
EQ0599,MRI Scanner,LifeCare,Fortis Hospital,Kolkata,8,270738.72,2165909.76,2024-05-11,Under Maintenance
EQ0600,ECG Machine,LifeCare,Medanta,Bangalore,11,121783.95,1339623.45,2025-03-14,Out of Service
EQ0601,ECG Machine,CareEquip,Apollo Hospital,Hyderabad,9,136690.72,1230216.48,2024-09-02,Under Maintenance
EQ0602,Defibrillator,MedTech,BLK Hospital,Mumbai,15,251698.71,3775480.65,2023-10-27,Out of Service
EQ0603,Defibrillator,LifeCare,BLK Hospital,Pune,12,41138.2,493658.4,2023-03-22,Under Maintenance
EQ0604,Patient Monitor,LifeCare,Apollo Hospital,Delhi,20,337958.26,6759165.2,2023-03-09,Operational
EQ0605,Infusion Pump,PulseTech,AIIMS,Pune,5,470106,2350530,2023-08-03,Out of Service
EQ0606,Ultrasound Device,CareEquip,Manipal Hospital,Delhi,8,12373.82,98990.56,2023-10-23,Operational
EQ0607,CT Scanner,MedTech,Manipal Hospital,Hyderabad,18,23617.85,425121.3,2023-06-24,Operational
EQ0608,Defibrillator,BioMed,Apollo Hospital,Hyderabad,4,191146.64,764586.56,2024-04-12,Under Maintenance
EQ0609,Ventilator,PulseTech,Max Healthcare,Kolkata,12,102257.17,1227086.04,2023-11-05,Out of Service
EQ0610,Infusion Pump,BioMed,Max Healthcare,Kolkata,10,181263.68,1812636.8,2024-04-10,Under Maintenance
EQ0611,Defibrillator,CareEquip,Fortis Hospital,Kolkata,15,113743.3,1706149.5,2024-06-05,Under Maintenance
EQ0612,Surgical Laser,PulseTech,BLK Hospital,Delhi,13,37857.48,492147.24,2023-12-08,Out of Service
EQ0613,Ventilator,CareEquip,Max Healthcare,Pune,11,69822.35,768045.85,2024-05-26,Operational
EQ0614,ECG Machine,HealthPlus,Manipal Hospital,Hyderabad,10,133072.03,1330720.3,2023-07-14,Under Maintenance
EQ0615,MRI Scanner,NovaHealth,Medanta,Chennai,17,468652.18,7967087.06,2024-05-27,Out of Service
EQ0616,MRI Scanner,BioMed,AIIMS,Bangalore,15,379095.86,5686437.9,2023-03-21,Under Maintenance
EQ0617,Defibrillator,LifeCare,AIIMS,Kolkata,18,115308.77,2075557.86,2024-01-15,Operational
EQ0618,MRI Scanner,PulseTech,Apollo Hospital,Hyderabad,1,158785,158785,2023-03-28,Under Maintenance
EQ0619,Infusion Pump,MedTech,Max Healthcare,Mumbai,15,474423.34,7116350.1,2024-06-06,Operational
EQ0620,ECG Machine,BioMed,Manipal Hospital,Delhi,14,486814.55,6815403.7,2024-08-17,Under Maintenance
EQ0621,Surgical Laser,BioMed,AIIMS,Hyderabad,9,82221.93,739997.37,2024-07-02,Under Maintenance
EQ0622,Defibrillator,LifeCare,BLK Hospital,Mumbai,2,406030.88,812061.76,2024-07-25,Out of Service
EQ0623,Defibrillator,BioMed,Max Healthcare,Hyderabad,19,357168.73,6786205.87,2023-03-04,Under Maintenance
EQ0624,X-Ray Machine,CareEquip,Max Healthcare,Delhi,17,26606.17,452304.89,2023-08-03,Under Maintenance
EQ0625,Infusion Pump,BioMed,Fortis Hospital,Mumbai,7,421277.08,2948939.56,2025-03-18,Under Maintenance
EQ0626,Ventilator,BioMed,Max Healthcare,Hyderabad,6,300481.23,1802887.38,2023-09-18,Operational
EQ0627,Surgical Laser,MedTech,BLK Hospital,Bangalore,3,182316.84,546950.52,2025-03-30,Under Maintenance
EQ0628,ECG Machine,NovaHealth,AIIMS,Kolkata,9,403664.35,3632979.15,2024-07-07,Out of Service
EQ0629,X-Ray Machine,BioMed,Medanta,Kolkata,18,160012.23,2880220.14,2023-07-26,Out of Service
EQ0630,Defibrillator,MediCore,Manipal Hospital,Pune,10,95047.33,950473.3,2023-06-01,Under Maintenance
EQ0631,Ultrasound Device,MedTech,Apollo Hospital,Mumbai,6,267074.12,1602444.72,2025-01-25,Under Maintenance
EQ0632,X-Ray Machine,CareEquip,Max Healthcare,Mumbai,10,50122.03,501220.3,2023-09-04,Operational
EQ0633,CT Scanner,MediCore,AIIMS,Chennai,2,99377.66,198755.32,2024-12-27,Under Maintenance
EQ0634,X-Ray Machine,BioMed,AIIMS,Mumbai,11,200611.34,2206724.74,2024-04-14,Operational
EQ0635,Ventilator,CareEquip,AIIMS,Mumbai,1,229139.87,229139.87,2023-03-12,Operational
EQ0636,Patient Monitor,MediCore,Medanta,Kolkata,6,270383.61,1622301.66,2023-04-29,Operational
EQ0637,Patient Monitor,MediCore,Apollo Hospital,Mumbai,3,144777.14,434331.42,2024-01-01,Under Maintenance
EQ0638,MRI Scanner,MedTech,Manipal Hospital,Hyderabad,7,197656.03,1383592.21,2024-09-01,Out of Service
EQ0639,Surgical Laser,CareEquip,Medanta,Pune,7,359799.69,2518597.83,2023-12-09,Out of Service
EQ0640,Ventilator,NovaHealth,Apollo Hospital,Delhi,8,146300.44,1170403.52,2024-04-26,Out of Service
EQ0641,MRI Scanner,PulseTech,Fortis Hospital,Mumbai,14,391975.88,5487662.32,2024-03-14,Under Maintenance
EQ0642,MRI Scanner,MedTech,BLK Hospital,Mumbai,18,179785.39,3236137.02,2024-10-29,Under Maintenance
EQ0643,MRI Scanner,LifeCare,Apollo Hospital,Hyderabad,17,87338.97,1484762.49,2023-06-28,Under Maintenance
EQ0644,Patient Monitor,MedTech,Max Healthcare,Hyderabad,18,342971.93,6173494.74,2024-09-05,Out of Service
EQ0645,Patient Monitor,NovaHealth,Max Healthcare,Chennai,19,243920.06,4634481.14,2025-04-29,Operational
EQ0646,Surgical Laser,MedTech,Medanta,Chennai,5,70918.01,354590.05,2023-11-23,Out of Service
EQ0647,Ventilator,MediCore,BLK Hospital,Bangalore,17,97506.65,1657613.05,2023-06-18,Out of Service
EQ0648,X-Ray Machine,MedTech,Fortis Hospital,Hyderabad,13,465158.16,6047056.08,2023-04-21,Operational
EQ0649,CT Scanner,CareEquip,Apollo Hospital,Hyderabad,17,491213.46,8350628.82,2024-06-30,Out of Service
EQ0650,Infusion Pump,MediCore,Medanta,Pune,6,270663.53,1623981.18,2024-06-06,Out of Service
EQ0651,Ultrasound Device,NovaHealth,BLK Hospital,Pune,16,295030.46,4720487.36,2025-04-30,Out of Service
EQ0652,Ultrasound Device,MediCore,Max Healthcare,Pune,2,222011.59,444023.18,2025-01-08,Under Maintenance
EQ0653,Ventilator,MedTech,Manipal Hospital,Mumbai,18,112540.31,2025725.58,2024-10-17,Out of Service
EQ0654,Ultrasound Device,NovaHealth,Fortis Hospital,Delhi,13,122364.53,1590738.89,2024-11-20,Out of Service
EQ0655,Ventilator,MediCore,Max Healthcare,Bangalore,2,271675.69,543351.38,2023-03-12,Operational
EQ0656,X-Ray Machine,PulseTech,BLK Hospital,Delhi,2,307382.7,614765.4,2025-01-17,Out of Service
EQ0657,Ultrasound Device,LifeCare,Max Healthcare,Delhi,19,464582.31,8827063.89,2024-06-09,Operational
EQ0658,Defibrillator,LifeCare,Medanta,Hyderabad,2,276097.29,552194.58,2023-09-02,Operational
EQ0659,Ultrasound Device,LifeCare,BLK Hospital,Chennai,9,93040.52,837364.68,2024-01-28,Under Maintenance
EQ0660,X-Ray Machine,LifeCare,Max Healthcare,Chennai,5,53227.97,266139.85,2024-12-12,Under Maintenance
EQ0661,Defibrillator,NovaHealth,Medanta,Mumbai,20,93570.34,1871406.8,2024-07-17,Operational
EQ0662,Ultrasound Device,LifeCare,Manipal Hospital,Kolkata,19,275170.18,5228233.42,2024-01-30,Under Maintenance
EQ0663,Defibrillator,LifeCare,Max Healthcare,Bangalore,15,392651.2,5889768,2023-04-28,Operational
EQ0664,CT Scanner,NovaHealth,AIIMS,Mumbai,11,116125.29,1277378.19,2025-02-18,Operational
EQ0665,Infusion Pump,HealthPlus,AIIMS,Mumbai,17,389919.79,6628636.43,2024-03-11,Out of Service
EQ0666,MRI Scanner,NovaHealth,BLK Hospital,Bangalore,14,440591.29,6168278.06,2023-04-10,Under Maintenance
EQ0667,Patient Monitor,LifeCare,Fortis Hospital,Hyderabad,8,283211.55,2265692.4,2023-08-14,Under Maintenance
EQ0668,Surgical Laser,HealthPlus,Max Healthcare,Pune,12,204316.65,2451799.8,2024-01-25,Out of Service
EQ0669,X-Ray Machine,HealthPlus,Apollo Hospital,Kolkata,14,154892.69,2168497.66,2024-08-05,Out of Service
EQ0670,Defibrillator,BioMed,Manipal Hospital,Mumbai,5,457682.51,2288412.55,2024-08-31,Out of Service
EQ0671,Surgical Laser,PulseTech,Manipal Hospital,Bangalore,20,468914.58,9378291.6,2024-02-16,Out of Service
EQ0672,MRI Scanner,LifeCare,BLK Hospital,Bangalore,6,345524.39,2073146.34,2023-12-15,Under Maintenance
EQ0673,Ventilator,BioMed,Manipal Hospital,Bangalore,8,10949.1,87592.8,2024-10-10,Out of Service
EQ0674,MRI Scanner,MediCore,BLK Hospital,Mumbai,9,356394.15,3207547.35,2025-04-01,Under Maintenance
EQ0675,Patient Monitor,PulseTech,BLK Hospital,Bangalore,16,125991.62,2015865.92,2023-08-22,Out of Service
EQ0676,CT Scanner,PulseTech,Manipal Hospital,Hyderabad,8,313227.14,2505817.12,2024-02-01,Under Maintenance
EQ0677,Infusion Pump,MedTech,Manipal Hospital,Chennai,4,109840.41,439361.64,2024-01-28,Under Maintenance
EQ0678,CT Scanner,NovaHealth,Fortis Hospital,Pune,6,401086.49,2406518.94,2024-04-20,Under Maintenance
EQ0679,Ventilator,NovaHealth,AIIMS,Chennai,18,462291.58,8321248.44,2025-01-26,Under Maintenance
EQ0680,Ultrasound Device,MediCore,Medanta,Chennai,19,301832.53,5734818.07,2023-04-13,Under Maintenance
EQ0681,Patient Monitor,LifeCare,Fortis Hospital,Pune,16,166345.86,2661533.76,2024-05-04,Out of Service
EQ0682,CT Scanner,PulseTech,AIIMS,Bangalore,16,106926.65,1710826.4,2024-10-28,Out of Service
EQ0683,MRI Scanner,HealthPlus,Manipal Hospital,Hyderabad,15,492935.95,7394039.25,2023-03-27,Out of Service
EQ0684,X-Ray Machine,HealthPlus,Max Healthcare,Delhi,2,261089.29,522178.58,2024-01-07,Operational
EQ0685,MRI Scanner,CareEquip,BLK Hospital,Chennai,20,235555.25,4711105,2025-02-13,Under Maintenance
EQ0686,Infusion Pump,CareEquip,Max Healthcare,Hyderabad,10,392463.71,3924637.1,2024-09-03,Under Maintenance
EQ0687,ECG Machine,HealthPlus,Medanta,Kolkata,13,367631.52,4779209.76,2025-01-26,Out of Service
EQ0688,CT Scanner,MediCore,BLK Hospital,Delhi,7,214355.96,1500491.72,2023-01-28,Operational
EQ0689,Ultrasound Device,PulseTech,AIIMS,Kolkata,11,280481.01,3085291.11,2023-07-08,Operational
EQ0690,Defibrillator,LifeCare,Medanta,Bangalore,4,401279.6,1605118.4,2024-12-26,Out of Service
EQ0691,Surgical Laser,PulseTech,Apollo Hospital,Mumbai,6,447852.7,2687116.2,2023-01-07,Under Maintenance
EQ0692,Patient Monitor,MediCore,Max Healthcare,Chennai,3,485904.79,1457714.37,2024-04-29,Operational
EQ0693,ECG Machine,NovaHealth,BLK Hospital,Chennai,20,238309.72,4766194.4,2023-04-09,Under Maintenance
EQ0694,X-Ray Machine,MedTech,Medanta,Hyderabad,8,266517.39,2132139.12,2024-11-15,Under Maintenance
EQ0695,Infusion Pump,CareEquip,Medanta,Chennai,18,373111.53,6716007.54,2024-10-03,Out of Service
EQ0696,MRI Scanner,PulseTech,Apollo Hospital,Pune,18,266067.43,4789213.74,2023-05-30,Under Maintenance
EQ0697,CT Scanner,BioMed,BLK Hospital,Pune,17,17390.63,295640.71,2024-09-27,Under Maintenance
EQ0698,Ultrasound Device,MedTech,BLK Hospital,Kolkata,18,263003.32,4734059.76,2023-05-08,Under Maintenance
EQ0699,Surgical Laser,CareEquip,Apollo Hospital,Delhi,7,35580.12,249060.84,2023-05-08,Operational
EQ0700,Ultrasound Device,MediCore,BLK Hospital,Hyderabad,18,350724.19,6313035.42,2023-02-13,Out of Service
EQ0701,Patient Monitor,CareEquip,Max Healthcare,Kolkata,3,7636.69,22910.07,2024-12-05,Under Maintenance
EQ0702,Ventilator,BioMed,Medanta,Hyderabad,13,139469.06,1813097.78,2025-04-13,Under Maintenance
EQ0703,Surgical Laser,HealthPlus,Max Healthcare,Hyderabad,15,235535.35,3533030.25,2024-05-07,Out of Service
EQ0704,ECG Machine,LifeCare,Manipal Hospital,Delhi,6,206183.93,1237103.58,2024-03-18,Out of Service
EQ0705,Ultrasound Device,LifeCare,AIIMS,Mumbai,9,137103.27,1233929.43,2023-04-08,Operational
EQ0706,Ultrasound Device,LifeCare,Apollo Hospital,Pune,14,284779.65,3986915.1,2024-11-02,Out of Service
EQ0707,Surgical Laser,CareEquip,Manipal Hospital,Bangalore,14,329642.76,4614998.64,2023-12-26,Out of Service
EQ0708,Infusion Pump,LifeCare,Fortis Hospital,Pune,4,10832.68,43330.72,2024-06-08,Under Maintenance
EQ0709,MRI Scanner,NovaHealth,Max Healthcare,Hyderabad,17,292864.51,4978696.67,2024-03-07,Under Maintenance
EQ0710,Defibrillator,LifeCare,Max Healthcare,Delhi,20,66965.53,1339310.6,2023-05-05,Out of Service
EQ0711,CT Scanner,HealthPlus,Fortis Hospital,Chennai,15,489619.15,7344287.25,2024-09-18,Out of Service
